Date,Pair,Type,Volume,Entry,TP,SL,Close,P&L,Session,Emotion,Prop Firm,Notes
2025-10-23,XAUUSD,,,,,,,0.15,NY,Calm,QT,enterd using CRT but it ended up hitting BE

2025-10-23,XAUUSD,,,,,,,-11.97,New York ,Calm,QT,Loss because of learning progress 
2025-10-23,USD/JPY,,,,,,,-27.4,london,focused,QT,
2025-10-22,XAUUSD,,,,,,,-31.16,london,focused,QT,
2025-10-21,XAUUSD,,,,,,,-14.37,london,calm,QT,
2025-10-20,XAUUSD,,,,,,,38.12,london,focused,QT,
2025-10-17,XAUUSD,,,,,,,5.51,london,focused,QT,
2025-10-15,XAUUSD,,,,,,,86.35,london,Confident,QT,
2025-10-13,XAUUSD,,,,,,,-34.75,london,focused,QT,
2025-10-10,XAUUSD,,,,,,,10.49,london,calm,QT,
2025-10-09,XAUUSD,,,,,,,90.8,london,calm,QT,
2025-10-07,EUR/JPY,,,,,,,-36.73,london,focused,QT,
2025-09-29,EUR/JPY,,,,,,,36.31,london,calm,QT,
2025-09-26,DE30,,,,,,,-2.57,london,focused,QT,
2025-09-25,GBP/USD,,,,,,,-20.8,london,Confident,QT,
2025-09-23,AUD/JPY,,,,,,,-20.31,london,focused,QT,
2025-09-22,GBP/JPY,,,,,,,3.04,london,calm,QT,
2025-09-19,EUR/JPY,,,,,,,30.99,london,focused,QT,
2025-09-18,NZD/JPY,,,,,,,-13.43,london,focused,QT,
2025-09-17,XAUUSD,,,,,,,-21.87,london,focused,QT,
2025-09-16,EUR/JPY,,,,,,,15.58,london,focused,QT,
2025-09-16,USD/JPY,,,,,,,-3.99,london,focused,QT,
2025-09-12,GBP/JPY,,,,,,,-30.09,london,calm,QT,
2025-09-10,EUR/JPY,,,,,,,13.02,london,focused,QT,
2025-09-09,EURJPY,,,,,,,41.57,london,Confident,QT,
2025-09-08,GBP/JPY,,,,,,,1.62,london,focused,QT,
2025-09-05,GBP/JPY,,,,,,,-0.23,london,focused,QT,
2025-09-05,GBP/USD,,,,,,,-0.02,london,focused,QT,
2025-09-05,EUR/JPY,,,,,,,103.38,london,Confident,QT,
2025-09-04,USDJPY,,,,,,,-0.18,london,focused,QT,
2025-09-03,EUR/JPY,,,,,,,29.9,london,calm,QT,
2025-09-03,GBP/USD,,,,,,,0.26,london,calm,QT,BREAK EVEN
2025-09-01,USDJPY,,,,,,,-23.09,london,focused,QT,
