id;user_id;prop_firm_id;pair;profit;session;emotion;notes;trade_date;created_at;updated_at;screenshot_url;screenshots;video_url;cycle_id;trade_type;volume;entry_price;take_profit;stop_loss;close_price;open_time;close_time;mt5_ticket;is_synced;emotion_tag;rule_broken;mistake_tags
666160a3-d49e-40da-8160-c4ebb7ff0276;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;EUR/JPY;	-41.52;Asia;Calm;;2025-11-05;2025-11-05 18:07:32.173025+00;2025-11-05 18:07:32.173025+00;;[];;;;;;;;;;;;false;;false;[]
13f31232-7e6b-49f6-a509-cc774e883a06;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;EUR/JPY;	-26.04;Asia;Calm;;2025-11-04;2025-11-06 05:02:51.695707+00;2025-11-06 05:02:51.695707+00;;[];;;;;;;;;;;;false;;false;[]
b6688bed-8519-4af8-8edc-f8d5c3ec2fc0;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-15.37;London;Calm;;2025-11-05;2025-11-06 05:03:18.514996+00;2025-11-06 05:03:18.514996+00;;[];;;;;;;;;;;;false;;false;[]
f2ab216b-2cb2-4328-8758-8c0f5e641e16;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-11.01;London;Calm;;2025-11-05;2025-11-06 05:03:42.415731+00;2025-11-06 05:03:42.415731+00;;[];;;;;;;;;;;;false;;false;[]
3299475f-6eaa-47ef-b4f0-b6cf5e7bb6b0;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-3.66;London;Calm;;2025-11-06;2025-11-06 05:04:06.007247+00;2025-11-06 05:04:06.007247+00;;[];;;;;;;;;;;;false;;false;[]
163e38d5-1d86-417a-878b-4f38f6ad150c;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-2.63;;Calm;;2025-11-06;2025-11-06 05:05:32.940672+00;2025-11-06 05:05:32.940672+00;;[];;;;;;;;;;;;false;;false;[]
8b36ea8e-5eb5-4075-8f9d-a30c179b9753;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-3.3;Asia;Calm;;2025-11-06;2025-11-06 05:06:05.763001+00;2025-11-06 05:06:05.763001+00;;[];;;;;;;;;;;;false;;false;[]
59242929-622f-4e73-a807-24266f33b75b;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;7ca3c91b-c00f-4eb4-8c39-ca95dad2f546;EURJPY;	-2.69;London;;;2026-02-06;2026-02-14 04:58:04.076199+00;2026-02-14 04:58:04.076199+00;;[];;26e6ed27-f0e9-470e-9c41-b0e8e081d94b;sell;0.02;184.84;;;185.05;2026-02-06 09:46:11+00;;;false;;false;[]
b29fa88e-3643-48bc-b46e-4bcd486c3259;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;7ca3c91b-c00f-4eb4-8c39-ca95dad2f546;USDJPY;1.22;London;;;2026-02-05;2026-02-14 04:58:04.076199+00;2026-02-14 04:58:04.076199+00;;[];;26e6ed27-f0e9-470e-9c41-b0e8e081d94b;buy;0.06;156.87;;;156.91;2026-02-05 10:19:02+00;;;false;;false;[]
ee4c5727-0e62-41f8-95dc-e005e1c9510b;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-35.31;LONDON;CALM;;2025-11-06;2025-11-08 09:56:04.334991+00;2025-11-08 09:56:04.334991+00;;[];;;;;;;;;;;;false;;false;[]
122578e5-8cb1-4fc2-b968-205635a0a678;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;7.2;LONDON;CALM;;2025-11-06;2025-11-08 09:56:28.993193+00;2025-11-08 09:56:28.993193+00;;[];;;;;;;;;;;;false;;false;[]
913d09f2-8439-45a4-b1e6-a6c8293fc961;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-30.26;LONDON;CALM;;2025-11-07;2025-11-08 09:56:57.253294+00;2025-11-08 09:56:57.253294+00;;[];;;;;;;;;;;;false;;false;[]
3e964355-f033-4ca0-96ad-2ca008c915f9;e8fd3f47-f082-479d-b70f-c1f793ff91c8;;XAUUSD;	-34;New york;;;2026-02-16;2026-02-16 14:53:39.56795+00;2026-02-16 14:53:39.56795+00;;[];;;Buy;0.08;4991.05;200;50;4986.99;;;;false;;false;
c4356a5b-f381-4128-acfd-6d7d7003236b;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-46.72;Asia;Calm;LOSS[ CAUSE I DIDN'T FOLLOW THE BASIC PLAN OF MY TRADING ];2025-11-10;2025-11-10 09:47:10.428991+00;2025-11-10 09:47:10.428991+00;;[];;;;;;;;;;;;false;;false;[]
073ab551-194d-4726-b2e8-75e3da0882a5;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-15.9;Asia;Calm;"NO PLAN
";2025-11-10;2025-11-10 09:50:45.613231+00;2025-11-10 09:50:45.613231+00;;[];;;;;;;;;;;;false;;false;[]
b3d8845b-c954-4f56-9e7b-e42d0e9154e3;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-8.55;Asia;Calm;no plan;2025-11-11;2025-11-11 06:03:49.887167+00;2025-11-11 06:03:49.887167+00;;[];;;;;;;;;;;;false;;false;[]
5ab270cb-e630-41ce-b142-a856b7d6dc89;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-27.81;Asia;Calm;"no plan
";2025-11-11;2025-11-11 06:04:35.080719+00;2025-11-11 06:04:35.080719+00;;[];;;;;;;;;;;;false;;false;[]
e45f0b10-01c4-49a8-bb03-99e66fcfe8c2;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;7ca3c91b-c00f-4eb4-8c39-ca95dad2f546;EURJPY;	-6.93;New York;;;2026-02-17;2026-02-18 04:46:48.631379+00;2026-02-18 04:46:48.631379+00;;[];;26e6ed27-f0e9-470e-9c41-b0e8e081d94b;sell;0.05;180.91;;;181.12;2026-02-17 13:02:58+00;;;false;;false;[]
48b12b57-fd00-4c87-a9a5-a4617f38ae49;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-21.06;NY;Calm;;2025-11-13;2025-11-13 16:03:00.038055+00;2025-11-13 16:03:00.038055+00;;[];;;;;;;;;;;;false;;false;[]
b349d8b8-d9cb-4fe3-8d0d-eee6aa24d4ec;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;64.58;London;Calm;;2025-11-13;2025-11-13 16:03:41.836218+00;2025-11-13 16:03:41.836218+00;;[];;;;;;;;;;;;false;;false;[]
803a3ab3-1ae6-4f30-9d18-dae7d4303af9;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-28.51;Asia;wasn't calm;;2025-11-17;2025-11-17 09:05:28.049735+00;2025-11-17 09:05:28.049735+00;;[];;;;;;;;;;;;false;;false;[]
d4dd301a-8b1a-4809-b6e5-2b88cd037c2c;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;USD/JPY;51.88;Asia;Calm;;2025-11-18;2025-11-18 06:46:36.304106+00;2025-11-18 06:46:36.304106+00;;[];;;;;;;;;;;;false;;false;[]
a8a8ceeb-3315-428b-a341-d94c14ad43a5;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;USD/JPY;37.75;Asia;Calm;;2025-11-18;2025-11-18 06:47:21.645963+00;2025-11-18 06:47:21.645963+00;;[];;;;;;;;;;;;false;;false;[]
dfe271d1-daa0-4fa6-ae75-b8866f7db046;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-25.68;London;Calm;;2025-11-17;2025-11-18 06:48:14.497003+00;2025-11-18 06:48:14.497003+00;;[];;;;;;;;;;;;false;;false;[]
cd46b9dd-1350-41bd-a70d-56d28d30dd2f;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;102.2;LONDON;CALM;trend + break;2025-11-19;2025-11-19 17:09:22.098928+00;2025-11-19 17:09:22.098928+00;;[];;;;;;;;;;;;false;;false;[]
950ef5d8-f59e-4f93-b400-89ac71080ac2;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;USD/JPY;65.09;LONDON;CALM;LIQ + TREND + BREAKER;2025-11-19;2025-11-19 17:11:26.553915+00;2025-11-19 17:11:26.553915+00;;[];;;;;;;;;;;;false;;false;[]
82b1c7f4-d29a-468e-9dc9-5ce059492e47;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-14.09;ASIA;CALM;"reversal
";2025-11-20;2025-11-20 03:01:17.267832+00;2025-11-20 03:01:17.267832+00;;[];;;;;;;;;;;;false;;false;[]
45f38bdd-dd66-434a-bea6-527ce5075da8;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-8.44;Asia;Calm;;2025-11-20;2025-11-20 15:19:19.100233+00;2025-11-20 15:19:19.100233+00;;[];;;;;;;;;;;;false;;false;[]
8e0ec05e-b42e-4770-bf1d-6dff5a52e78c;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-38.42;Asia;Calm;;2025-11-20;2025-11-20 15:25:22.730156+00;2025-11-20 15:25:22.730156+00;;[];;;;;;;;;;;;false;;false;[]
a2294681-3a8d-4d4c-b0a4-15b50673a43c;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-9.9;Asia;Calm;;2025-11-20;2025-11-20 15:26:30.432295+00;2025-11-20 15:26:30.432295+00;;[];;;;;;;;;;;;false;;false;[]
cfd818e6-bef7-4a8d-a291-57d3fff9be22;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;a831310a-cbcf-4faf-ab31-95ba579dc248;USD/JPY;63.54;Asia;Calm;trend+breaker block;2025-11-21;2025-11-21 14:04:52.869118+00;2025-11-21 14:04:52.869118+00;;[];;;;;;;;;;;;false;;false;[]
14e5da3e-b21b-413f-b7d9-862c97512580;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;3.94;Asia;Calm;;2025-11-21;2025-11-21 14:06:23.77887+00;2025-11-21 14:06:23.77887+00;;[];;;;;;;;;;;;false;;false;[]
1a720f4d-917c-4151-8a1c-828ad5b00609;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;USD/JPY;76.62;Asia;Calm;;2025-11-21;2025-11-21 14:06:40.946802+00;2025-11-21 14:06:40.946802+00;;[];;;;;;;;;;;;false;;false;[]
b01952ba-2373-4efa-992f-cfebdbb635d1;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;USD/JPY;	-59;Asia;Calm;;2025-11-17;2025-11-21 14:07:29.702816+00;2025-11-21 14:07:29.702816+00;;[];;;;;;;;;;;;false;;false;[]
b6759093-bb16-47e7-8dd6-1c077cc916e4;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;USD/JPY;59.21;Asia;Calm;;2025-11-21;2025-11-21 14:08:30.810346+00;2025-11-21 14:08:30.810346+00;;[];;;;;;;;;;;;false;;false;[]
40952a7a-3a8b-46fc-9172-5107dc94b757;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;a831310a-cbcf-4faf-ab31-95ba579dc248;XAUUSD;	-30.15;Asia;Calm;;2025-11-24;2025-11-24 11:31:19.499644+00;2025-11-24 11:31:19.499644+00;;[];;;;;;;;;;;;false;;false;[]
c8b732f9-71f2-40c1-896e-e4af9e12d9af;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-32.07;Asia;Calm;;2025-11-24;2025-11-24 11:31:49.483868+00;2025-11-24 11:31:49.483868+00;;[];;;;;;;;;;;;false;;false;[]
810a2eef-4277-4827-833c-ba88ce15a4ee;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;	-4.13;Asia;Calm;;2025-11-24;2025-11-24 11:32:21.97514+00;2025-11-24 11:32:21.97514+00;;[];;;;;;;;;;;;false;;false;[]
347c262f-1c5a-4c5b-819b-5289c1968560;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;USD/JPY;117.8;London;Calm;;2025-11-25;2025-11-25 09:52:51.78769+00;2025-11-25 09:52:51.78769+00;;[];;;;;;;;;;;;false;;false;[]
2d0c9f36-9365-45eb-b6a5-61bb029e1e0e;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f537a1af-e961-438b-a6b1-571b22b75ad1;XAUUSD;21;London;Calm;;2025-11-25;2025-11-25 11:29:46.160874+00;2025-11-25 11:29:46.160874+00;;[];;;;;;;;;;;;false;;false;[]
658fee22-5569-4f3f-8209-45aa65ef99d8;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;a831310a-cbcf-4faf-ab31-95ba579dc248;XAUUSD;	-35;London;Calm;;2025-11-25;2025-11-25 15:44:09.833076+00;2025-11-25 15:44:09.833076+00;;[];;;;;;;;;;;;false;;false;[]
28115f80-f09d-4608-9448-2c160f1943ab;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-37.29;London;Calm;;2025-11-25;2025-11-25 16:23:33.445268+00;2025-11-25 16:23:33.445268+00;;[];;;;;;;;;;;;false;;false;[]
3626f612-4a9b-411f-b65b-04c91f593dea;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;a831310a-cbcf-4faf-ab31-95ba579dc248;XAUUSD;	-4.67;Asia;Calm;;2025-11-26;2025-11-26 07:51:52.422505+00;2025-11-26 07:51:52.422505+00;;[];;;;;;;;;;;;false;;false;[]
6ac60147-0bde-45d2-ae8f-54bede5bcc3b;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;a831310a-cbcf-4faf-ab31-95ba579dc248;XAUUSD;9;Asia;Calm;;2025-11-26;2025-11-26 07:52:19.276945+00;2025-11-26 07:52:19.276945+00;;[];;;;;;;;;;;;false;;false;[]
894b33f3-9dd8-4358-aeee-a56460a24bc8;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;USD/JPY;69.19;Asia;Calm;;2025-11-26;2025-11-26 07:53:00.139725+00;2025-11-26 07:53:00.139725+00;;[];;;;;;;;;;;;false;;false;[]
f1b0f2f6-61c3-4ba8-b3cd-8c8d092f5da4;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;a831310a-cbcf-4faf-ab31-95ba579dc248;XAUUSD;	-120.82;London;Calm;;2025-11-26;2025-11-26 14:34:24.52917+00;2025-11-26 14:34:24.52917+00;;[];;;;;;;;;;;;false;;false;[]
0a9b9015-c159-4f35-8fc2-88e8e3c16ff5;f800a31b-7574-4565-8b04-93ca452b3e31;;eurusd;50;london;confident;;2025-11-26;2025-11-26 18:54:08.422017+00;2025-11-26 18:54:08.422017+00;https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/f800a31b-7574-4565-8b04-93ca452b3e31/1764183245393.png;[];;;;;;;;;;;;false;;false;[]
be33f8c4-8b4a-44c8-85f5-bd1e4855608b;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;2.97;London;Calm;;2025-11-27;2025-11-27 15:58:33.368624+00;2025-11-27 15:58:33.368624+00;;[];;;;;;;;;;;;false;;false;[]
9f94b06f-0347-4b1d-83f6-09b774e8be31;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;a831310a-cbcf-4faf-ab31-95ba579dc248;USD/JPY;28.84;Asia;Calm;;2025-11-27;2025-11-27 15:59:26.494949+00;2025-11-27 15:59:26.494949+00;;[];;;;;;;;;;;;false;;false;[]
2575a209-0564-4114-b371-008a6ff9b2b9;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;a831310a-cbcf-4faf-ab31-95ba579dc248;XAUUSD;	-25.9;Asia;Calm;;2025-11-28;2025-11-29 05:47:20.212781+00;2025-11-29 05:47:20.212781+00;;[];;;;;;;;;;;;false;;false;[]
4ba2f84c-ecb8-4480-9d8e-a97a22d783c3;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;a831310a-cbcf-4faf-ab31-95ba579dc248;XAUUSD;	-18.97;Asia;calm;;2025-12-01;2025-12-01 06:06:21.752332+00;2025-12-01 06:06:21.752332+00;;[];;;;;;;;;;;;false;;false;[]
abf338a2-93f8-4093-8ae2-3437d870a791;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;USD/JPY;48.82;London;Calm;;2025-12-03;2025-12-03 11:27:52.704334+00;2025-12-03 11:27:52.704334+00;;[];;;;;;;;;;;;false;;false;[]
3df3cdf3-422c-42dd-b966-dbd1d1342bfc;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;a831310a-cbcf-4faf-ab31-95ba579dc248;XAUUSD;98.45;Asia;Calm;;2025-12-03;2025-12-03 11:26:55.446555+00;2025-12-04 05:03:23.117057+00;;"[""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/729edbb5-3a37-4b62-b20b-2480dc5c7b2a/1764824600327_0.png""]";;;;;;;;;;;;false;;false;[]
7922f6d7-ad42-4791-91d7-da2b17f81a7d;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;a831310a-cbcf-4faf-ab31-95ba579dc248;XAUUSD;	-48.95;London ;Calm;;2025-12-04;2025-12-05 02:07:52.792429+00;2025-12-05 02:07:52.792429+00;;[];;;;;;;;;;;;false;;false;[]
65a1eb0a-8510-409e-8a8c-5211069fec4b;75e66d44-e6cc-481f-b070-17e419d25c58;5bb7e555-c9e5-4a52-bc15-10a1be4b9065;Xauusd;6450;Asia and london;Confident ;"Break then retest level executed 
";2025-12-05;2025-12-05 11:09:59.489379+00;2025-12-05 11:09:59.489379+00;;[];;;;;;;;;;;;false;;false;[]
c8b7f049-aa5f-452a-b27a-358c2e515401;f8d5e773-25dc-47b2-a73d-82f4491f71fe;22227d9c-c35e-434f-9d84-9e645b881dca;XAUUSD;0.9;;Calm;;2025-12-04;2025-12-05 09:14:32.563584+00;2025-12-29 08:28:43.152381+00;;[];;6c035233-fb3a-4e61-a33a-c03369afdc07;;;;;;;;;;false;;false;[]
6bbc2a32-d03a-44f7-b998-54db3b24765c;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;7ca3c91b-c00f-4eb4-8c39-ca95dad2f546;USD/JPY;17.73;Asia;wasn't calm;;2025-11-26;2025-11-26 07:50:47.781008+00;2025-12-29 08:28:43.152381+00;;[];;805c64b6-85d0-45c8-b557-163f7491fa3f;;;;;;;;;;false;;false;[]
0d144ec6-c04b-443e-ba99-840e11e0a83b;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;7ca3c91b-c00f-4eb4-8c39-ca95dad2f546;USD/JPY;36;Asia;Calm;;2025-11-27;2025-11-27 15:41:03.455759+00;2025-12-29 08:28:43.152381+00;;[];;805c64b6-85d0-45c8-b557-163f7491fa3f;;;;;;;;;;false;;false;[]
1dff3578-117e-40da-b0c8-0220940dff21;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;7ca3c91b-c00f-4eb4-8c39-ca95dad2f546;EUR/JPY;3.5;Asia;Calm;;2025-11-28;2025-11-29 05:38:39.936492+00;2025-12-29 08:28:43.152381+00;;[];;805c64b6-85d0-45c8-b557-163f7491fa3f;;;;;;;;;;false;;false;[]
ccc19c3d-72c0-4158-898e-6cefa0b60f36;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;7ca3c91b-c00f-4eb4-8c39-ca95dad2f546;USD/JPY;	-25;Asia;Calm;;2025-12-01;2025-12-01 07:50:19.793747+00;2025-12-29 08:28:43.152381+00;;[];;805c64b6-85d0-45c8-b557-163f7491fa3f;;;;;;;;;;false;;false;[]
5d309f3a-fa06-45e5-8633-751c8e01d12a;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;7ca3c91b-c00f-4eb4-8c39-ca95dad2f546;XAUUSD;	-10.73;Asia;Calm;;2025-12-02;2025-12-03 10:25:50.14231+00;2025-12-29 08:28:43.152381+00;;[];;805c64b6-85d0-45c8-b557-163f7491fa3f;;;;;;;;;;false;;false;[]
4621f43d-c798-4204-9e62-4cfb6b053499;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;7ca3c91b-c00f-4eb4-8c39-ca95dad2f546;XAUUSD;10.05;Asia;Calm;;2025-12-03;2025-12-03 10:26:02.997124+00;2025-12-29 08:28:43.152381+00;;[];;805c64b6-85d0-45c8-b557-163f7491fa3f;;;;;;;;;;false;;false;[]
eae45a72-9041-491d-8e9b-02ff0f30b106;504c9700-89ef-4c93-a627-c4d774bb4e77;a217b16a-a9fd-490f-be3e-2a93e0ab7c2c;XAUUSD;17;NY;;MSNR;2025-12-31;2026-01-01 12:44:10.80014+00;2026-01-01 12:44:10.80014+00;;[];;;;;;;;;;;;false;;false;[]
62175469-7e87-4cbb-9e8d-c07b734e0333;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;7ca3c91b-c00f-4eb4-8c39-ca95dad2f546;EUR/JPY;29.78;London;Calm;;2026-01-02;2026-01-02 08:36:02.833882+00;2026-01-02 08:37:40.012169+00;https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/729edbb5-3a37-4b62-b20b-2480dc5c7b2a/1767342955605.png;"[""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/729edbb5-3a37-4b62-b20b-2480dc5c7b2a/1767342955605.png""]";;26e6ed27-f0e9-470e-9c41-b0e8e081d94b;;;;;;;;;;false;;false;[]
fdacbcbd-1076-4589-9257-82f1793bfce5;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;a831310a-cbcf-4faf-ab31-95ba579dc248;XAUUSD;	-53.36;Asia;wasn't calm;;2026-01-05;2026-01-05 13:00:16.480933+00;2026-01-05 13:00:16.480933+00;https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/729edbb5-3a37-4b62-b20b-2480dc5c7b2a/1767618012801.png;"[""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/729edbb5-3a37-4b62-b20b-2480dc5c7b2a/1767618012801.png""]";;;Sell;0.04;4420.97;4218;4433;4434.31;;;;false;;false;[]
4087e9a9-2cf1-4c92-96a1-57974527fabb;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;8e475129-b68f-4945-b3cb-d643e1a1e6d3;XAUUSD;	-47.46;London ;Calm;;2026-01-06;2026-01-06 15:21:30.412916+00;2026-01-06 15:21:30.412916+00;;[];;;;;;;;;;;;false;;false;[]
1b71a0ea-2f86-4b5c-bf21-a594ff31035c;4ab475bf-af84-4668-ae7a-08da6a4022b1;a41d1402-62c2-4e5b-9c27-d94fb57bd41a;Gold ;	-4;Asia;Confident ;I must improve my be time this trade wasn't going to be sl if i manager it well ;2025-12-09;2025-12-10 06:00:22.847899+00;2025-12-10 06:00:22.847899+00;https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/4ab475bf-af84-4668-ae7a-08da6a4022b1/1765346419384.jpg;[];;;;;;;;;;;;false;;false;[]
cafa3e04-2a7a-4230-b9d4-24e855bf6585;46e358c7-53f0-4be3-858a-a7063f0703f0;3e59c9b9-6eba-47a8-a96a-286169dff7a9;gold;48.08;newyork;calm and followed the plan and waited for entry and also waited for full tp;"	- 4h ob mitgation   - followed by 4h crt  - followed by  asia sweep - followed by 15m mss and entry on 15m ob { i did break even when the second push happened on 5m}
";2025-12-15;2025-12-15 14:58:51.629018+00;2025-12-15 15:02:48.525464+00;https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/46e358c7-53f0-4be3-858a-a7063f0703f0/1765810729472.png;"[""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/46e358c7-53f0-4be3-858a-a7063f0703f0/1765810849236_0.png"",""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/46e358c7-53f0-4be3-858a-a7063f0703f0/1765810956605_0.png"",""https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/46e358c7-53f0-4be3-858a-a7063f0703f0/1765810964832_0.png""]";;;;;;;;;;;;false;;false;[]
aafeb8b5-800a-4217-a133-607ab9be3e52;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-27.04;London ;Calm;;2025-12-04;2025-12-05 02:08:56.99595+00;2025-12-05 14:52:54.264472+00;;[];;;;;;;;;;;;false;;false;[]
65808d72-9359-4841-ae42-520e2ac978a6;18500679-9563-4266-bbd5-a14d1306147a;167988ea-227f-4551-bd4b-8018bcd253a4;XAUUSD;5000;London ;Calm;;2025-12-05;2025-12-07 06:25:59.643631+00;2025-12-07 06:25:59.643631+00;;[];;;;;;;;;;;;false;;false;[]
03a389e6-361f-4410-9932-c744f3615f0b;4ab475bf-af84-4668-ae7a-08da6a4022b1;a41d1402-62c2-4e5b-9c27-d94fb57bd41a;Gold ;8;Asia;Confident ;;2025-12-08;2025-12-08 00:14:43.834394+00;2025-12-08 00:14:43.834394+00;https://bduwtkejrfmcggfwniqe.supabase.co/storage/v1/object/public/prop-firm-screenshots/4ab475bf-af84-4668-ae7a-08da6a4022b1/1765152879994.jpg;[];;;;;;;;;;;;false;;false;[]
5b47ce2e-8196-4732-ad89-ad90c87dae29;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-29.36;Asia;Calm;;2025-12-08;2025-12-08 06:01:01.200965+00;2025-12-08 06:01:01.200965+00;;[];;;;;;;;;;;;false;;false;[]
d7cd10dd-8b50-4471-982c-c7063bc61100;729edbb5-3a37-4b62-b20b-2480dc5c7b2a;f0926cf5-4c72-46a1-889a-4a166ece55f4;XAUUSD;	-20.04;Asia;Calm;;2025-12-08;2025-12-08 06:01:45.237644+00;2025-12-08 06:01:45.237644+00;;[];;;;;;;;;;;;false;;false;[]
